,label,transcript
2677,F04_B3_UW27_M6,a lord choose
2678,M14_B2_CW71_M7,right
2679,M14_B1_CW32_M6,what
2680,F04_B2_CW58_M8,wii
2681,CM13_B3_CW76_M6,way
2682,CM13_B3_C6_M7,escape
2683,CM13_B2_LY_M7,yankee
2684,CM13_B2_UW64_M3,butcher
2685,F04_B3_LN_M8,november
2686,CM13_B3_UW4_M3,foil
2687,F04_B3_LI_M3,india
2688,CM13_B2_UW8_M3,sharpshooter
2689,M16_B3_D1_M8,morning
2690,M14_B1_UW93_M5,monkey
2691,M14_B1_UW5_M7,psychological
2692,CM13_B2_UW83_M7,plane
2693,F04_B1_C3_M3,delete
2694,M16_B2_CW93_M5,gents
2695,CM13_B1_CW51_M5,up
2696,CM13_B3_CW81_M6,first
2697,M16_B3_CW12_M3,was
2698,F04_B1_CW77_M7,could
2699,F04_B3_C4_M8,angier
2700,M14_B2_UW86_M5,lion
2701,CM13_B1_UW48_M5,perpetual
2702,CM13_B2_LJ_M6,juliet
2703,F04_B3_UW46_M8,david ridley
2704,CM13_B1_CW59_M7,so
2705,M16_B2_CW29_M3,word
2706,M16_B3_UW46_M5,NA
2707,CM13_B2_UW41_M3,battlefield
2708,M14_B1_CW21_M3,act
2709,M14_B1_CW82_M8,water
2710,M14_B1_UW10_M7,entertainer
2711,M14_B3_UW95_M3,stars
2712,CM13_B3_UW55_M8,35
2713,CM13_B1_UW18_M3,rejoinder
2714,F04_B1_UW51_M5,python
2715,M16_B2_UW47_M8,food quiz
2716,CM13_B1_CW7_M7,is
2717,M14_B1_CW2_M6,NA
2718,F04_B3_CW35_M5,woody
2719,CM13_B1_UW10_M8,entertainer
2720,F04_B2_UW57_M7,boulevard
2721,CM13_B1_UW40_M3,haha
2722,CM13_B2_UW4_M8,penny worth
2723,M14_B1_CW87_M6,it's
2724,M14_B1_CW98_M3,heart
2725,M16_B1_CW79_M6,mommy
2726,CM13_B2_UW30_M8,apothecary
2727,F04_B3_UW63_M6,ceridian
2728,F04_B3_UW94_M7,ride
2729,CM13_B1_C14_M5,cut
2730,M14_B1_UW100_M3,vacuum
2731,M14_B3_UW8_M5,hayward
2732,CM13_B1_D1_M8,1
2733,M16_B2_UW99_M6,kanga
2734,F04_B3_LN_M6,november
2735,CM13_B3_UW28_M6,righteous
2736,CM13_B2_UW35_M5,atrocious
2737,M14_B1_CW9_M8,that
2738,F04_B1_CW91_M6,down
2739,CM13_B3_CW87_M3,it's
2740,CM13_B2_UW37_M7,aversion
2741,CM13_B2_UW8_M6,sharpshooter
2742,CM13_B1_CW33_M7,all
2743,CM13_B3_CW2_M6,of
2744,CM13_B3_CW86_M7,oil
2745,M14_B3_CW33_M3,NA
2746,CM13_B3_C16_M3,upward
2747,CM13_B3_CW63_M8,make
2748,CM13_B2_CW22_M8,b
2749,M16_B3_LR_M8,romeo
2750,CM13_B2_CW80_M6,van
2751,M14_B3_D0_M8,0
2752,M16_B1_UW64_M7,NA
2753,M14_B2_UW3_M8,nuremberg
2754,F04_B2_UW64_M5,butcher
2755,M16_B3_CW64_M5,like
2756,M14_B2_UW84_M7,swimming
2757,CM13_B2_CW63_M6,make
2758,CM13_B3_UW8_M5,hayward
2759,M16_B1_UW6_M7,mission
2760,CM13_B1_CW84_M8,call
2761,CM13_B1_CW63_M6,make
2762,CM13_B3_CW37_M7,your
2763,F04_B3_CW88_M3,now
2764,M14_B1_CW76_M5,way
2765,CM13_B2_UW15_M6,abbreviated
2766,M14_B3_CW58_M5,face
2767,F04_B2_CW30_M6,but
2768,CM13_B2_CW62_M8,wood
2769,M16_B2_CW4_M7,NA
2770,M16_B2_UW40_M7,NA
2771,F04_B2_D4_M5,4
2772,CM13_B3_CW41_M3,use
2773,M14_B1_CW55_M7,nanny
2774,CM13_B3_UW54_M8,rollie pollie
2775,M14_B2_UW10_M3,sugar
2776,CM13_B1_D7_M7,7
2777,CM13_B3_D7_M5,7
2778,F04_B2_CW41_M6,you
2779,F04_B2_UW23_M5,oliver
2780,CM13_B3_D9_M5,9
2781,CM13_B2_CW40_M8,bear
2782,M14_B1_CW99_M3,oh
2783,CM13_B3_D3_M5,3
2784,F04_B2_UW9_M7,skyward
2785,CM13_B2_UW37_M6,aversion
2786,F04_B1_LF_M6,foxtrot
2787,CM13_B3_LX_M6,x-ray
2788,M16_B1_CW39_M3,shed
2789,M14_B3_CW52_M8,other
2790,F04_B1_CW58_M3,these
2791,M16_B3_CW56_M5,NA
2792,CM13_B1_LE_M6,echo
2793,F04_B2_LI_M3,india
2794,M16_B1_CW66_M8,into
2795,M16_B3_UW18_M3,youngsville
2796,CM13_B1_CW80_M3,van
2797,F04_B3_C17_M3,downward
2798,M14_B1_LB_M3,bravo
2799,CM13_B2_UW53_M8,NA
2800,M16_B3_CW80_M6,NA
2801,M16_B1_UW72_M7,garbs
2802,CM13_B1_UW67_M7,copenhagen
2803,CM13_B3_CW5_M8,2
2804,M14_B2_CW24_M7,have
2805,M14_B2_UW52_M5,bluebells
2806,CM13_B3_UW35_M3,dying
2807,CM13_B1_D1_M3,1
2808,M14_B1_LI_M6,india
2809,CM13_B1_UW48_M3,perpetual
2810,M16_B1_UW63_M7,chauffeur
2811,CM13_B3_LX_M7,x-ray
2812,F04_B1_CW16_M6,as
2813,F04_B2_UW36_M5,authoritative
2814,CM13_B1_CW75_M8,no
2815,CM13_B2_C2_M7,backspace
2816,M14_B3_UW77_M5,nausea
2817,CM13_B3_UW98_M8,ahead
2818,CM13_B1_UW37_M7,eyebrows
2819,CM13_B2_UW95_M8,pencil
2820,M16_B1_D5_M6,NA
2821,CM13_B2_CW3_M7,and
2822,M14_B3_CW24_M6,half
2823,M16_B3_UW58_M6,afterthought
2824,F04_B2_UW32_M7,apprehend
2825,M16_B3_UW10_M7,ukoy
2826,F04_B2_CW22_M8,b
2827,CM13_B1_D3_M6,3
2828,M16_B1_UW93_M8,one key
2829,M14_B2_CW54_M8,out
2830,CM13_B1_CW61_M7,her
2831,CM13_B1_CW40_M7,there
2832,CM13_B1_CW76_M5,way
2833,CM13_B2_UW70_M8,coherent
2834,M16_B2_UW63_M7,NA
2835,CM13_B1_LZ_M7,zulu
2836,CM13_B3_CW87_M5,it's
2837,CM13_B1_UW97_M6,duck
2838,M16_B2_UW5_M3,NA
2839,CM13_B2_UW1_M8,mouth
2840,CM13_B3_CW68_M3,has
2841,M14_B1_CW75_M8,no
2842,CM13_B3_UW94_M8,slide
2843,M14_B2_UW51_M3,like
2844,M16_B1_UW76_M6,holt
2845,CM13_B3_CW47_M5,how
2846,M16_B3_UW82_M3,NA
2847,M16_B3_CW66_M6,into
2848,M14_B3_CW36_M6,when
2849,M16_B3_D5_M7,NA
2850,CM13_B1_LN_M5,november
2851,CM13_B1_UW91_M6,wagon
2852,CM13_B3_C17_M3,downward
2853,CM13_B2_CW34_M7,where
2854,M16_B3_UW55_M6,NA
2855,M14_B1_LN_M8,november
2856,M16_B2_CW38_M8,NA
2857,CM13_B1_UW89_M3,girl
2858,CM13_B2_C9_M6,shift
2859,CM13_B2_LB_M7,bravo
2860,CM13_B2_C6_M5,escape
2861,M14_B2_C3_M3,delete
2862,CM13_B2_UW44_M6,beef
2863,CM13_B3_CW5_M6,2
2864,M14_B3_CW23_M3,this
2865,CM13_B2_C15_M8,copy
2866,M16_B3_CW21_M6,NA
2867,M14_B2_LV_M7,picture
2868,CM13_B1_UW35_M3,equilibrium
2869,M16_B3_UW25_M5,wonder wu
2870,F04_B1_CW29_M5,word
2871,M16_B3_UW39_M7,wherewithal
2872,CM13_B1_C12_M5,sentence
2873,CM13_B2_UW81_M8,endowments
2874,CM13_B1_CW86_M6,oil
2875,M16_B3_UW41_M5,you hell
2876,CM13_B1_C8_M6,control
2877,M16_B2_UW25_M5,NA
2878,CM13_B3_CW48_M3,there
2879,M16_B2_CW88_M8,well
2880,M16_B3_UW25_M6,wonder wu
2881,F04_B3_CW75_M5,no
2882,M14_B2_CW77_M8,NA
2883,M14_B3_CW90_M5,long
2884,M16_B1_C3_M3,delete
2885,CM13_B3_LJ_M8,juliet
2886,CM13_B3_UW9_M8,placed
2887,CM13_B2_UW63_M7,bulrush
2888,CM13_B1_LF_M7,foxtrot
2889,M16_B2_C11_M5,program
2890,M14_B1_CW77_M3,good
2891,F04_B2_UW50_M3,eli
2892,F04_B1_UW83_M5,tree
2893,CM13_B3_LE_M3,echo
2894,F04_B2_UW36_M7,authoritative
2895,M16_B1_UW8_M8,bosko's
2896,M14_B2_LL_M5,lima
2897,CM13_B1_UW2_M5,faithfulness
2898,M16_B1_UW72_M3,garbs
2899,CM13_B2_CW42_M6,damn
2900,CM13_B1_CW73_M5,see
2901,F04_B2_UW62_M6,ford
2902,CM13_B3_D5_M6,5
2903,M14_B1_CW48_M8,there
2904,M16_B2_CW39_M8,send
2905,M16_B3_UW12_M6,joyful
2906,CM13_B1_UW73_M5,goulash
2907,CM13_B1_UW34_M3,epithet
2908,M16_B1_UW92_M6,shuffle
2909,CM13_B3_UW78_M5,newfound
2910,CM13_B1_CW26_M7,or
2911,F04_B2_CW57_M5,NA
2912,F04_B2_C1_M3,command
2913,CM13_B2_LS_M3,ciara
2914,F04_B3_UW58_M6,after.
2915,CM13_B1_CW24_M7,have
2916,CM13_B3_CW69_M5,look
2917,M14_B2_UW62_M5,bulge
2918,M16_B2_UW28_M5,anyway
2919,F04_B1_UW88_M5,boy
2920,CM13_B2_UW93_M6,chair
2921,CM13_B1_CW32_M6,what
2922,CM13_B3_LZ_M5,zeeland
2923,CM13_B2_C1_M8,command
2924,M16_B2_UW73_M3,so hard
2925,CM13_B2_UW44_M8,beef
2926,M16_B2_UW1_M8,well
2927,CM13_B1_UW74_M5,hallelujah
2928,CM13_B2_D0_M6,0
2929,M14_B2_C19_M6,NA
2930,M14_B2_CW52_M6,other
2931,M16_B3_UW1_M8,everything with you
2932,M14_B1_C8_M7,control
2933,CM13_B3_CW86_M3,boil
2934,CM13_B1_CW8_M5,you
2935,CM13_B2_UW13_M7,unusual
2936,CM13_B2_C5_M8,tab
2937,M16_B1_CW75_M6,no
2938,CM13_B1_UW60_M7,birmingham
2939,M14_B2_CW50_M5,well
2940,M16_B3_CW18_M6,NA
2941,F04_B1_CW26_M3,or
2942,CM13_B3_CW99_M8,oh
2943,CM13_B3_UW87_M3,drum
2944,M16_B2_UW68_M6,solarmovie
2945,CM13_B2_C16_M8,upward
2946,CM13_B2_UW34_M3,astounded
2947,M16_B1_CW74_M8,number
2948,CM13_B1_UW31_M8,choking
2949,F04_B1_CW14_M3,on
2950,CM13_B2_LU_M6,uniform
2951,CM13_B1_UW51_M6,python
2952,CM13_B1_LH_M7,hotel
2953,F04_B2_D2_M3,2
2954,F04_B3_CW51_M8,NA
2955,CM13_B2_D9_M6,9
2956,CM13_B1_UW17_M6,pennsylvania
2957,CM13_B1_C1_M8,command
2958,M16_B3_UW75_M8,morgan house
2959,M14_B3_CW64_M8,like
2960,CM13_B2_UW20_M5,adjacent
2961,CM13_B2_CW93_M8,did
2962,CM13_B2_UW36_M5,authoritative
2963,CM13_B1_CW49_M7,if
2964,M14_B3_C14_M7,cut
2965,CM13_B3_CW59_M6,so
2966,M16_B2_CW54_M8,out
2967,M16_B3_UW100_M8,NA
2968,CM13_B1_CW15_M3,ar
2969,CM13_B3_UW60_M3,browbeat
2970,F04_B3_C2_M8,backspace
2971,M16_B1_C1_M5,coming in
2972,CM13_B2_CW31_M6,not
2973,CM13_B2_C5_M6,tab
2974,M14_B2_CW91_M5,found
2975,CM13_B2_CW34_M5,where
2976,CM13_B2_CW42_M3,NA
2977,CM13_B1_UW8_M8,bushels
2978,M16_B1_UW10_M7,antique
2979,CM13_B3_CW59_M5,so
2980,CM13_B3_CW67_M3,time
2981,M14_B3_CW4_M6,NA
2982,F04_B3_UW42_M8,message user
2983,M16_B1_C18_M8,left
2984,F04_B1_CW20_M6,i
2985,CM13_B2_LK_M8,kilo
2986,CM13_B3_CW46_M6,do
2987,CM13_B3_C18_M6,left
2988,M16_B3_CW20_M5,i
2989,CM13_B1_C18_M3,left
2990,M16_B3_UW80_M3,frozen frenzy
2991,M16_B3_UW3_M3,.
2992,CM13_B1_C4_M5,enter
2993,CM13_B3_CW31_M5,not
2994,F04_B3_C11_M8,paragraph
2995,CM13_B2_CW92_M6,day
2996,M16_B1_CW31_M7,not
2997,M14_B1_LC_M6,charlie
2998,CM13_B2_UW23_M7,allure
2999,F04_B1_UW41_M5,alienable
3000,F04_B1_CW78_M8,people
3001,M16_B1_CW14_M3,NA
3002,CM13_B3_C8_M3,control
3003,M14_B2_C16_M8,awkward
3004,CM13_B2_UW8_M5,sharpshooter
3005,CM13_B2_C8_M5,control
3006,M16_B3_LG_M5,go
3007,CM13_B1_UW66_M3,cobblestones
3008,CM13_B2_CW40_M6,bear
3009,CM13_B1_UW17_M7,pennsylvania
3010,M16_B3_CW16_M7,NA
3011,F04_B2_CW76_M7,NA
3012,M16_B3_UW6_M8,NA
3013,CM13_B3_CW89_M3,find
3014,CM13_B2_CW77_M6,could
3015,CM13_B1_CW51_M6,up
3016,M16_B3_LF_M7,fog trucks
3017,CM13_B1_UW71_M3,gigantic
3018,CM13_B1_LQ_M7,quebec
3019,F04_B2_LE_M3,echo
3020,CM13_B1_CW55_M5,many
3021,M16_B2_CW7_M7,NA
3022,CM13_B2_CW21_M3,at
3023,M14_B1_C9_M7,shift
3024,CM13_B1_CW90_M6,long
3025,CM13_B3_UW72_M5,homeopathy
3026,M16_B2_LZ_M5,zulu
3027,M14_B2_C6_M5,escape
3028,F04_B2_UW99_M5,finger
3029,CM13_B3_UW2_M7,exploit
3030,CM13_B2_CW42_M5,damn
3031,F04_B3_LG_M3,golf
3032,M14_B1_UW1_M7,naturalizacion
3033,F04_B2_UW51_M3,bloodshed
3034,M14_B3_C4_M7,enter
3035,M16_B2_C15_M8,NA
3036,F04_B3_CW78_M5,people
3037,M14_B2_CW34_M5,where
3038,F04_B3_UW78_M8,devon
3039,M14_B1_UW96_M7,scissors
3040,M16_B1_LB_M6,roswell
3041,M14_B1_UW44_M5,journalism
3042,CM13_B1_CW2_M3,of
3043,M14_B3_LC_M3,charlie
3044,F04_B1_CW90_M8,wrong
3045,M16_B3_LZ_M5,NA
3046,F04_B3_C9_M7,shift
3047,F04_B2_LT_M7,NA
3048,M14_B2_UW81_M8,endowment
3049,CM13_B3_D4_M7,4
3050,CM13_B1_LC_M6,charlie
3051,M14_B3_CW9_M6,that
3052,CM13_B3_CW87_M7,it's
3053,CM13_B1_UW69_M3,employment
3054,F04_B3_LG_M6,golf
3055,F04_B2_UW33_M5,reproach
3056,M16_B2_LF_M6,NA
3057,CM13_B2_UW74_M6,davis
3058,F04_B2_CW35_M8,wii
3059,M14_B2_UW96_M7,bathtub
3060,F04_B2_LX_M7,x-ray
3061,M14_B3_UW53_M7,professionals
3062,CM13_B1_UW87_M6,knife
3063,F04_B3_UW2_M6,exploits
3064,F04_B1_CW7_M7,is
3065,M14_B3_CW97_M5,mets
3066,M16_B1_C14_M6,NA
3067,CM13_B1_LE_M7,echo
3068,CM13_B1_UW56_M5,ashamed
3069,CM13_B1_D3_M7,3
3070,F04_B2_CW20_M3,NA
3071,CM13_B1_C10_M5,line
3072,CM13_B2_C3_M8,delete
3073,CM13_B1_UW56_M6,ashamed
3074,CM13_B2_UW60_M3,brotherhood
3075,CM13_B1_CW84_M5,call
3076,F04_B3_C11_M3,paragraph
3077,CM13_B3_CW64_M7,like
3078,CM13_B1_CW38_M6,can
3079,M16_B3_CW98_M3,torrid
3080,CM13_B3_UW95_M6,stars
3081,CM13_B1_CW15_M7,ar
3082,CM13_B3_CW80_M5,van
3083,CM13_B3_D0_M5,0
3084,F04_B2_CW78_M8,people
3085,CM13_B3_CW35_M5,wii
3086,CM13_B2_UW52_M6,bluebells
3087,CM13_B3_CW84_M8,call
3088,CM13_B1_UW81_M7,moisten
3089,F04_B1_CW79_M3,my
3090,F04_B2_CW19_M6,mets
3091,M14_B3_CW69_M6,look
3092,CM13_B1_UW76_M5,hulk
3093,F04_B1_CW82_M7,water
3094,M16_B3_D6_M6,NA
3095,M16_B3_CW85_M7,kahoot
3096,M14_B1_CW37_M7,your
3097,M16_B2_UW8_M3,NA
3098,CM13_B1_CW29_M8,word
3099,M14_B3_C11_M5,paragraph
3100,F04_B1_CW99_M3,oh
3101,M16_B2_LU_M7,uniform
3102,M16_B3_CW17_M6,with
3103,CM13_B1_CW12_M3,was
3104,M14_B2_UW92_M3,fishing
3105,M14_B3_UW3_M5,fayetteville
3106,M16_B2_CW99_M8,NA
3107,M16_B3_CW33_M7,all
3108,CM13_B2_D5_M7,5
3109,CM13_B3_CW28_M3,bye
3110,F04_B3_CW48_M5,there
3111,M16_B3_C11_M3,NA
3112,CM13_B1_UW46_M5,mustache
3113,F04_B3_UW61_M7,bungalow
3114,M16_B2_UW16_M8,evolution
3115,CM13_B2_D1_M3,1
3116,F04_B1_CW51_M8,NA
3117,CM13_B3_CW23_M5,this
3118,M16_B2_CW70_M5,NA
3119,M16_B3_CW14_M7,NA
3120,F04_B2_D6_M7,NA
3121,CM13_B2_D4_M8,4
3122,M16_B3_UW79_M7,power
3123,M16_B1_CW78_M8,people
3124,CM13_B1_UW38_M3,footmarks
3125,F04_B3_CW97_M5,night
3126,CM13_B3_UW74_M6,cutest
3127,M14_B1_CW18_M8,his
3128,M14_B1_UW83_M3,tree
3129,M14_B3_CW56_M5,then
3130,M14_B1_UW86_M7,cup
3131,CM13_B1_UW4_M7,irresolute
3132,CM13_B2_UW47_M6,decrease
3133,CM13_B1_CW58_M8,these
3134,CM13_B3_LM_M8,mike
3135,M14_B2_D3_M5,3
3136,M14_B2_CW67_M5,time
3137,M16_B1_CW92_M6,daddy
3138,M14_B1_LF_M6,foxtrot
3139,M16_B1_UW58_M8,NA
3140,CM13_B3_CW84_M6,call
3141,CM13_B1_C7_M3,alt
3142,M16_B2_LB_M3,bum
3143,CM13_B3_UW91_M5,balloons
3144,M14_B3_UW52_M8,observation
3145,F04_B1_UW8_M5,what's wrong
3146,CM13_B2_CW60_M5,some
3147,CM13_B2_UW69_M7,chide
3148,CM13_B1_UW3_M3,frugality
3149,F04_B3_UW58_M5,after.
3150,M14_B3_CW14_M5,NA
3151,CM13_B1_UW60_M3,birmingham
3152,F04_B1_UW29_M8,casualties
3153,CM13_B2_UW86_M6,lamp
3154,CM13_B2_UW67_M8,catholic
3155,CM13_B2_CW56_M8,then
3156,M16_B1_CW12_M7,wise
3157,M16_B2_CW14_M8,on
3158,F04_B1_LQ_M5,quebec
3159,CM13_B1_CW13_M6,4
3160,M16_B1_UW66_M6,carmel school
3161,M14_B2_C3_M7,delete
3162,CM13_B3_CW50_M7,will
3163,M16_B2_CW95_M7,NA
3164,M16_B2_UW93_M3,NA
3165,CM13_B2_CW14_M3,on
3166,M16_B2_UW38_M3,NA
3167,M16_B2_UW52_M5,blue bell
3168,M16_B2_D3_M6,3
3169,F04_B1_CW94_M5,get
3170,CM13_B1_LO_M8,oscar
3171,F04_B2_UW64_M8,butcher
3172,CM13_B1_LL_M8,lima
3173,M16_B2_CW59_M6,so
3174,F04_B2_CW30_M8,but
3175,CM13_B1_C5_M6,tab
3176,M14_B3_UW24_M8,free game
3177,CM13_B3_UW84_M7,pajamas
3178,M14_B3_CW31_M3,NA
3179,F04_B3_UW83_M6,jumping
3180,CM13_B3_CW49_M6,if
3181,CM13_B1_UW41_M3,inalienable
3182,CM13_B3_UW14_M5,lawyer
3183,M14_B2_LX_M8,x-ray
3184,M14_B2_CW37_M5,your
3185,F04_B3_UW32_M7,cheney
3186,CM13_B1_UW27_M8,bogey's
3187,M14_B2_UW80_M8,amelia
3188,M16_B2_CW79_M8,NA
3189,CM13_B2_LQ_M8,quebec
3190,M14_B1_UW24_M5,avenues
3191,F04_B2_UW20_M3,education
3192,CM13_B1_C19_M5,right
3193,CM13_B2_C16_M3,upward
3194,F04_B2_LN_M8,november
3195,M14_B2_CW97_M8,NA
3196,CM13_B1_UW39_M8,fowler
3197,F04_B3_CW50_M5,well
3198,M14_B1_LI_M7,india
3199,M16_B2_CW41_M6,used
3200,M16_B2_LI_M8,india
3201,CM13_B3_D5_M7,5
3202,CM13_B1_UW55_M8,annoyed
3203,M14_B2_CW36_M7,when
3204,M14_B1_C14_M3,cut
3205,M14_B3_CW54_M6,out
3206,F04_B3_C17_M6,dahmer
3207,M14_B1_UW63_M8,chauffeur
3208,CM13_B3_LW_M8,whiskey
3209,M16_B3_UW88_M6,frog
3210,CM13_B3_LW_M7,whiskey
3211,CM13_B3_CW13_M6,4
3212,M14_B1_LS_M7,ciara
3213,M14_B2_UW38_M8,batch
3214,F04_B2_CW74_M6,number
3215,CM13_B1_CW98_M6,part
3216,CM13_B2_CW97_M7,mets
3217,M14_B1_UW98_M6,quack
3218,CM13_B3_CW43_M6,each
3219,F04_B1_C4_M8,enter
3220,CM13_B2_D9_M5,9
3221,M16_B1_LI_M5,india
3222,CM13_B3_UW38_M7,unyielding
3223,M16_B3_CW76_M6,roy
3224,M16_B2_C2_M3,NA
3225,CM13_B3_CW19_M7,they
3226,CM13_B1_UW74_M7,hallelujah
3227,F04_B2_CW38_M3,can
3228,M14_B2_UW64_M3,butcher
3229,CM13_B2_UW30_M3,apothecary
3230,F04_B3_CW11_M5,he
3231,M16_B1_UW12_M3,giggled
3232,M16_B1_CW22_M8,b
3233,M14_B2_UW22_M3,agricultural
3234,CM13_B3_CW55_M6,many
3235,M16_B3_UW55_M5,NA
3236,CM13_B1_CW93_M6,did
3237,M16_B2_CW44_M7,words
3238,F04_B1_CW83_M5,ben
3239,CM13_B3_UW9_M3,placed
3240,CM13_B3_CW28_M6,bye
3241,CM13_B2_UW9_M5,skyward
3242,M16_B3_D9_M3,9
3243,F04_B3_CW22_M5,me
3244,M14_B1_UW96_M6,scissors
3245,CM13_B1_CW89_M3,fine
3246,CM13_B2_CW72_M8,go
3247,M16_B1_CW93_M3,NA
3248,M14_B3_CW25_M8,from
3249,M14_B3_UW35_M5,9
3250,M16_B2_UW68_M5,solarmovie
3251,CM13_B1_LD_M6,delta
3252,CM13_B2_CW74_M7,number
3253,CM13_B1_UW10_M6,entertainer
3254,CM13_B3_LK_M5,kilo
3255,M14_B1_UW18_M5,rejoinder
3256,F04_B2_C16_M3,upward
3257,M14_B3_UW89_M7,clown
3258,M16_B1_UW36_M7,jack did you eat
3259,CM13_B1_CW67_M6,time
3260,M14_B2_CW60_M5,some
3261,M14_B1_C10_M8,line
3262,F04_B1_D9_M3,9
3263,M16_B3_UW25_M7,wonder wu
3264,M16_B3_UW60_M6,bahama breeze
3265,M14_B3_LU_M7,NA
3266,M14_B3_CW55_M8,manny
3267,F04_B3_UW36_M6,NA
3268,M16_B3_CW57_M5,NA
3269,F04_B1_CW36_M3,when
3270,CM13_B3_CW95_M8,come
3271,M14_B3_UW55_M5,35
3272,CM13_B2_UW57_M3,boulevard
3273,M14_B1_UW44_M3,journalism
3274,CM13_B2_CW72_M3,go
3275,CM13_B2_LE_M7,echo
3276,M14_B2_UW17_M6,absolve
3277,CM13_B2_UW51_M8,bloodshed
3278,CM13_B2_UW69_M8,chide
3279,M16_B2_CW23_M5,NA
3280,M14_B2_UW30_M5,apothecary
3281,F04_B1_LS_M6,ciara
3282,CM13_B2_C9_M5,shift
3283,CM13_B2_CW41_M7,use
3284,CM13_B3_C9_M3,shift
3285,M14_B1_UW61_M7,burroughs
3286,CM13_B1_CW16_M5,as
3287,F04_B3_CW3_M8,and
3288,CM13_B1_UW96_M8,scissors
3289,M16_B1_CW45_M5,she
3290,M16_B2_CW73_M3,see
3291,CM13_B2_LF_M8,foxtrot
3292,M14_B3_C15_M6,copy
3293,CM13_B1_C3_M6,delete
3294,M14_B3_C11_M7,paragraph
3295,CM13_B1_CW24_M5,have
3296,CM13_B2_CW50_M7,will
3297,F04_B3_CW77_M7,could
3298,F04_B1_UW67_M5,copenhagen
3299,CM13_B2_UW12_M7,toothache
3300,M16_B1_CW96_M8,made
3301,F04_B1_CW7_M3,is
3302,F04_B2_CW46_M5,do
3303,CM13_B2_CW2_M6,of
3304,M16_B3_UW51_M8,longview score
3305,M16_B1_C8_M7,change goal
3306,F04_B2_C6_M5,escape
3307,M16_B2_CW6_M8,NA
3308,F04_B3_C16_M5,opera
3309,CM13_B2_CW92_M7,day
3310,CM13_B1_LK_M7,kilo
3311,CM13_B1_CW49_M5,if
3312,M16_B1_UW52_M6,NA
3313,F04_B1_UW82_M7,house
3314,M16_B3_CW59_M8,so
3315,M14_B3_UW37_M3,oil
3316,M14_B3_LH_M5,hotel
3317,M14_B2_UW97_M5,bath
3318,M14_B1_CW62_M6,what
3319,CM13_B3_D2_M5,2
3320,F04_B1_C18_M3,left
3321,M14_B1_C19_M7,right
3322,CM13_B2_CW7_M5,is
3323,CM13_B2_LC_M8,charlie
3324,CM13_B3_UW29_M8,sawyer
3325,CM13_B1_UW75_M6,haranguing
3326,CM13_B1_UW45_M5,legislature
3327,CM13_B1_UW42_M6,inquiries
3328,M16_B2_UW57_M6,NA
3329,CM13_B3_LU_M7,uniform
3330,CM13_B1_C11_M3,paragraph
3331,M16_B2_D0_M5,video
3332,CM13_B3_CW16_M8,as
3333,F04_B1_CW93_M5,did
3334,M16_B2_LT_M7,mingle
3335,CM13_B2_LA_M7,alpha
3336,F04_B3_UW93_M5,glasses
3337,F04_B2_CW52_M8,other
3338,M14_B1_CW82_M7,water
3339,M14_B3_UW90_M6,green
3340,M14_B2_CW12_M7,wise
3341,CM13_B1_UW55_M5,annoyed
3342,M14_B3_CW44_M7,winch
3343,CM13_B2_C12_M6,sentence
3344,M16_B1_UW77_M5,immovable
3345,CM13_B2_CW98_M3,part
3346,CM13_B1_UW78_M3,interwoven
3347,F04_B1_CW98_M7,part
3348,M16_B3_CW63_M7,NA
3349,F04_B1_C10_M6,mine
3350,F04_B1_CW88_M5,now
3351,M14_B1_CW17_M5,when
3352,F04_B1_CW78_M6,people
3353,F04_B2_CW31_M3,not
3354,CM13_B2_UW72_M5,convulsion
3355,M16_B2_UW9_M6,plywood
3356,CM13_B2_CW51_M7,NA
3357,CM13_B2_UW65_M5,butterflies
3358,CM13_B3_UW27_M7,reward
3359,CM13_B2_UW2_M5,needlepoint
3360,CM13_B1_UW70_M8,futurity
3361,F04_B3_CW84_M5,call
3362,CM13_B2_LA_M5,alpha
3363,M14_B3_CW90_M3,long
3364,CM13_B1_CW70_M7,more
3365,F04_B2_UW45_M3,beleaguering
3366,CM13_B3_CW10_M5,it
3367,CM13_B2_UW32_M5,apprehend
3368,F04_B1_LO_M6,oscar
3369,CM13_B2_CW79_M5,my
3370,M14_B2_UW56_M3,father
3371,CM13_B3_UW87_M5,drum
3372,CM13_B2_C2_M5,backspace
3373,F04_B2_CW9_M6,that
3374,F04_B1_UW30_M3,cheshire
3375,CM13_B2_C18_M7,left
3376,CM13_B2_UW75_M6,digest
3377,M16_B2_CW19_M6,play
3378,M14_B1_UW22_M8,adapt
3379,CM13_B2_UW33_M5,approach
3380,CM13_B3_CW27_M3,had
3381,F04_B2_CW47_M5,how
3382,CM13_B1_C15_M7,copy
3383,F04_B3_UW38_M7,i need loving
3384,CM13_B2_CW20_M6,i
3385,CM13_B1_CW68_M8,has
3386,CM13_B3_UW17_M3,nathaniel
3387,F04_B3_CW58_M8,please
3388,CM13_B1_D1_M6,1
3389,CM13_B3_UW4_M7,foil
3390,M14_B1_UW80_M3,massage
3391,CM13_B3_UW26_M3,resound
3392,M16_B3_UW90_M5,green
3393,F04_B1_CW36_M7,when
3394,F04_B1_UW60_M3,birmingham
3395,CM13_B2_CW22_M3,b
3396,CM13_B3_UW20_M6,NA
